news_no,user_no_x,news_spred_no,source,fake_news,followers_no,total_news_spread_no,news_weight
73,8134,1,Bf,0,8,216,2
85,8134,1,Bf,0,9,46,0
86,8134,1,Bf,0,1,68,0
72,8135,1,Bf,0,59,673,6
89,8136,1,Bf,0,4,265,2
45,8137,1,Bf,0,66,1197,11
77,8138,1,Bf,0,3,93,0
82,8138,1,Bf,0,41,105,1
89,8138,1,Bf,0,2,265,2
100,8139,1,Bf,1,155,129,1
72,8140,1,Bf,0,49,673,6
87,8141,1,Bf,0,11,754,7
125,8142,1,Bf,1,17,200,2
45,8143,1,Bf,0,1,1197,11
32,8144,1,Bf,0,4,1134,11
181,8145,1,Bf,1,16,382,3
127,8146,1,Bf,1,287,366,3
122,8147,1,Bf,1,8,167,1
32,8148,1,Bf,0,7,1134,11
30,8149,1,Bf,0,85,43,0
142,8150,1,Bf,1,6,246,2
147,8151,1,Bf,1,14,45,0
45,8152,1,Bf,0,31,1197,11
153,8153,1,Bf,1,89,935,9
98,8154,1,Bf,1,12,142,1
106,8154,1,Bf,1,1,142,1
157,8155,1,Bf,1,2,39,0
167,8155,1,Bf,1,32,38,0
126,8156,1,Bf,1,1269,390,3
142,8157,1,Bf,1,108,246,2
18,8158,1,Bf,0,142,142,1
68,8158,1,Bf,0,116,70,0
78,8158,1,Bf,0,26,83,0
87,8158,1,Bf,0,6,754,7
89,8158,1,Bf,0,54,265,2
72,8159,1,Bf,0,2,673,6
87,8160,1,Bf,0,7,754,7
169,8161,2,Bf,1,57,205,2
45,8162,2,Bf,0,116,1197,11
175,8163,1,Bf,1,27,41,0
110,8164,1,Bf,1,11,112,1
44,8165,1,Bf,0,48,99,0
93,8166,1,Bf,1,6,708,7
171,8167,1,Bf,1,26,511,5
109,8168,1,Bf,1,44,192,1
180,8168,1,Bf,1,1,1060,10
22,8169,1,Bf,0,148,29,0
152,8169,1,Bf,1,123,36,0
154,8169,1,Bf,1,64,128,1
126,8170,2,Bf,1,28,390,3
181,8170,1,Bf,1,6,382,3
6,8171,3,Bf,0,1,477,4
153,8172,1,Bf,1,131,935,9
153,8173,1,Bf,1,123,935,9
23,8174,1,Bf,0,78,274,2
124,8175,1,Bf,1,7,228,2
180,8176,1,Bf,1,12,1060,10
13,8177,1,Bf,0,9,260,2
91,8177,1,Bf,0,54,589,5
110,8178,1,Bf,1,4,112,1
153,8179,1,Bf,1,2,935,9
54,8180,1,Bf,0,77,13,0
169,8181,1,Bf,1,71,205,2
87,8182,1,Bf,0,80,754,7
93,8183,1,Bf,1,13,708,7
140,8183,1,Bf,1,2,1020,10
32,8184,1,Bf,0,16,1134,11
113,8185,1,Bf,1,27,128,1
121,8185,1,Bf,1,143,78,0
46,8186,1,Bf,0,9,285,2
109,8187,1,Bf,1,20,192,1
42,8188,1,Bf,0,7,570,5
72,8188,1,Bf,0,17,673,6
42,8189,1,Bf,0,22,570,5
32,8190,1,Bf,0,77,1134,11
150,8191,1,Bf,1,4,322,3
109,8192,1,Bf,1,3,192,1
42,8193,1,Bf,0,2,570,5
23,8194,1,Bf,0,2,274,2
45,8194,1,Bf,0,3,1197,11
57,8194,1,Bf,0,2,224,2
64,8194,1,Bf,0,26,333,3
66,8194,1,Bf,0,2,212,2
73,8194,1,Bf,0,9,216,2
127,8195,1,Bf,1,2,366,3
142,8196,1,Bf,1,7,246,2
89,8197,1,Bf,0,4,265,2
87,8198,1,Bf,0,28,754,7
181,8199,1,Bf,1,29,382,3
72,8200,1,Bf,0,3,673,6
87,8201,1,Bf,0,17,754,7
153,8202,1,Bf,1,3,935,9
23,8203,1,Bf,0,2,274,2
81,8203,2,Bf,0,6,47,0
150,8203,1,Bf,1,313,322,3
146,8204,1,Bf,1,2,30,0
151,8204,2,Bf,1,4,156,1
86,8205,1,Bf,0,104,68,0
80,8206,1,Bf,0,9,235,2
72,8207,1,Bf,0,8,673,6
140,8208,1,Bf,1,8,1020,10
181,8209,1,Bf,1,271,382,3
45,8210,1,Bf,0,2,1197,11
153,8211,1,Bf,1,2,935,9
180,8212,1,Bf,1,310,1060,10
140,8213,1,Bf,1,23,1020,10
150,8214,1,Bf,1,7,322,3
169,8215,1,Bf,1,11,205,2
80,8216,1,Bf,0,42,235,2
23,8217,1,Bf,0,175,274,2
64,8217,1,Bf,0,26,333,3
66,8217,1,Bf,0,26,212,2
93,8218,1,Bf,1,62,708,7
82,8219,2,Bf,0,24,105,1
45,8220,1,Bf,0,39,1197,11
140,8221,1,Bf,1,5,1020,10
127,8222,1,Bf,1,13,366,3
45,8223,1,Bf,0,2,1197,11
154,8224,1,Bf,1,3,128,1
82,8225,1,Bf,0,60,105,1
95,8226,2,Bf,1,9,439,4
113,8226,1,Bf,1,3,128,1
140,8226,1,Bf,1,6,1020,10
143,8226,1,Bf,1,10,73,0
172,8226,1,Bf,1,22,26,0
45,8227,1,Bf,0,14,1197,11
6,8228,1,Bf,0,55,477,4
49,8229,1,Bf,0,41,13,0
70,8229,1,Bf,0,4,20,0
140,8230,1,Bf,1,68,1020,10
180,8231,1,Bf,1,50,1060,10
87,8232,1,Bf,0,17,754,7
87,8233,1,Bf,0,83,754,7
46,8234,1,Bf,0,26,285,2
98,8235,1,Bf,1,2,142,1
106,8235,1,Bf,1,24,142,1
32,8236,1,Bf,0,10,1134,11
168,8237,1,Bf,1,15,678,6
89,8238,1,Bf,0,12,265,2
87,8239,1,Bf,0,3,754,7
6,8240,2,Bf,0,11,477,4
181,8241,1,Bf,1,157,382,3
168,8242,1,Bf,1,44,678,6
6,8243,2,Bf,0,127,477,4
11,8243,1,Bf,0,15,11,0
14,8243,1,Bf,0,26,8,0
26,8243,1,Bf,0,6,10,0
33,8243,1,Bf,0,97,12,0
36,8243,1,Bf,0,1,8,0
58,8243,1,Bf,0,2,63,0
156,8243,1,Bf,1,18,6,0
158,8243,1,Bf,1,4,11,0
159,8243,1,Bf,1,5,13,0
160,8243,1,Bf,1,7,60,0
161,8243,1,Bf,1,107,12,0
164,8243,1,Bf,1,22,11,0
165,8243,1,Bf,1,5,8,0
166,8243,1,Bf,1,3,11,0
170,8243,1,Bf,1,2,9,0
172,8243,1,Bf,1,121,26,0
174,8243,1,Bf,1,17,22,0
175,8243,1,Bf,1,58,41,0
176,8243,1,Bf,1,3,7,0
178,8243,1,Bf,1,7,9,0
179,8243,1,Bf,1,92,26,0
182,8243,1,Bf,1,14,18,0
153,8244,1,Bf,1,71,935,9
153,8245,1,Bf,1,132,935,9
181,8246,1,Bf,1,1,382,3
163,8247,1,Bf,1,21,49,0
150,8248,1,Bf,1,79,322,3
45,8249,1,Bf,0,105,1197,11
57,8249,1,Bf,0,218,224,2
64,8249,1,Bf,0,6,333,3
66,8249,1,Bf,0,1,212,2
149,8250,1,Bf,1,42,18,0
150,8250,1,Bf,1,10,322,3
153,8250,1,Bf,1,17,935,9
154,8250,1,Bf,1,15,128,1
142,8251,1,Bf,1,4,246,2
119,8252,1,Bf,1,138,14,0
4,8253,2,Bf,0,64,6,0
95,8253,1,Bf,1,118,439,4
105,8253,1,Bf,1,476,111,1
109,8253,2,Bf,1,74,192,1
116,8253,1,Bf,1,7,37,0
91,8254,1,Bf,0,3,589,5
168,8255,1,Bf,1,14,678,6
180,8256,1,Bf,1,2,1060,10
93,8257,1,Bf,1,2,708,7
171,8257,1,Bf,1,5,511,5
95,8258,1,Bf,1,4,439,4
171,8258,1,Bf,1,17,511,5
124,8259,1,Bf,1,40,228,2
151,8260,1,Bf,1,2,156,1
95,8261,1,Bf,1,102,439,4
93,8262,1,Bf,1,83,708,7
181,8263,1,Bf,1,13,382,3
168,8264,1,Bf,1,1,678,6
169,8264,1,Bf,1,45,205,2
180,8264,4,Bf,1,123,1060,10
91,8265,1,Bf,0,13,589,5
68,8266,1,Bf,0,245,70,0
121,8267,1,Bf,1,8,78,0
143,8267,1,Bf,1,109,73,0
169,8267,1,Bf,1,3,205,2
32,8268,1,Bf,0,27,1134,11
95,8269,1,Bf,1,19,439,4
45,8270,1,Bf,0,147,1197,11
100,8271,1,Bf,1,50,129,1
153,8272,1,Bf,1,122,935,9
31,8273,1,Bf,0,1,53,0
22,8274,1,Bf,0,9,29,0
150,8274,1,Bf,1,69,322,3
56,8275,1,Bf,0,2,278,2
56,8276,1,Bf,0,68,278,2
68,8277,1,Bf,0,11,70,0
42,8278,1,Bf,0,6,570,5
150,8279,1,Bf,1,18,322,3
147,8280,1,Bf,1,6,45,0
180,8281,1,Bf,1,94,1060,10
162,8282,1,Bf,1,180,99,0
56,8283,1,Bf,0,15,278,2
13,8284,1,Bf,0,31,260,2
122,8284,1,Bf,1,4,167,1
138,8284,2,Bf,1,67,338,3
139,8284,1,Bf,1,3,17,0
140,8284,1,Bf,1,6,1020,10
143,8284,1,Bf,1,2,73,0
171,8284,1,Bf,1,6,511,5
45,8285,1,Bf,0,3,1197,11
7,8286,2,Bf,0,18,82,0
29,8286,1,Bf,0,3,44,0
127,8287,1,Bf,1,1,366,3
32,8288,1,Bf,0,4,1134,11
142,8288,1,Bf,1,2,246,2
150,8289,1,Bf,1,37,322,3
153,8290,1,Bf,1,16,935,9
168,8291,1,Bf,1,15,678,6
13,8292,1,Bf,0,4,260,2
140,8293,1,Bf,1,9,1020,10
180,8293,1,Bf,1,1,1060,10
45,8294,5,Bf,0,8,1197,11
89,8295,1,Bf,0,1,265,2
32,8296,1,Bf,0,14,1134,11
113,8297,1,Bf,1,50,128,1
13,8298,1,Bf,0,5,260,2
32,8299,1,Bf,0,31,1134,11
153,8300,1,Bf,1,25,935,9
100,8301,1,Bf,1,2,129,1
168,8301,1,Bf,1,108,678,6
180,8301,1,Bf,1,1,1060,10
153,8302,1,Bf,1,38,935,9
109,8303,1,Bf,1,43,192,1
180,8303,1,Bf,1,2,1060,10
45,8304,2,Bf,0,50,1197,11
87,8305,1,Bf,0,8,754,7
115,8306,1,Bf,1,7,217,2
32,8307,1,Bf,0,2,1134,11
120,8308,1,Bf,1,8,46,0
144,8308,1,Bf,1,22,46,0
23,8309,1,Bf,0,3,274,2
150,8309,1,Bf,1,13,322,3
34,8310,1,Bf,0,421,84,0
42,8310,2,Bf,0,9,570,5
50,8310,1,Bf,0,8,67,0
75,8310,1,Bf,0,108,26,0
10,8311,1,Bf,0,24,232,2
126,8312,1,Bf,1,123,390,3
153,8313,1,Bf,1,1,935,9
125,8314,1,Bf,1,162,200,2
58,8315,1,Bf,0,1,63,0
180,8315,1,Bf,1,13,1060,10
175,8316,1,Bf,1,7,41,0
127,8317,1,Bf,1,148,366,3
171,8318,1,Bf,1,11,511,5
46,8319,1,Bf,0,7,285,2
78,8319,1,Bf,0,2,83,0
32,8320,1,Bf,0,5,1134,11
50,8321,1,Bf,0,2,67,0
45,8322,1,Bf,0,92,1197,11
113,8323,2,Bf,1,3,128,1
147,8323,1,Bf,1,34,45,0
162,8323,1,Bf,1,7,99,0
168,8323,1,Bf,1,85,678,6
180,8324,1,Bf,1,1,1060,10
136,8325,1,Bf,1,84,84,0
141,8325,1,Bf,1,1,118,1
87,8326,1,Bf,0,161,754,7
41,8327,1,Bf,0,20,105,1
78,8327,1,Bf,0,115,83,0
91,8327,1,Bf,0,49,589,5
91,8328,1,Bf,0,22,589,5
163,8329,1,Bf,1,27,49,0
95,8330,1,Bf,1,64,439,4
18,8331,1,Bf,0,61,142,1
42,8331,2,Bf,0,26,570,5
142,8332,1,Bf,1,113,246,2
93,8333,1,Bf,1,23,708,7
171,8333,1,Bf,1,25,511,5
171,8334,1,Bf,1,1,511,5
91,8335,1,Bf,0,125,589,5
148,8336,4,Bf,1,46,116,1
91,8337,1,Bf,0,4,589,5
42,8338,4,Bf,0,1,570,5
180,8339,1,Bf,1,9,1060,10
153,8340,1,Bf,1,40,935,9
167,8340,1,Bf,1,96,38,0
91,8341,1,Bf,0,7,589,5
140,8342,1,Bf,1,10,1020,10
171,8342,1,Bf,1,24,511,5
91,8343,1,Bf,0,1,589,5
153,8344,1,Bf,1,1,935,9
46,8345,2,Bf,0,45,285,2
126,8346,1,Bf,1,5,390,3
18,8347,1,Bf,0,1,142,1
45,8348,2,Bf,0,18,1197,11
68,8349,1,Bf,0,46,70,0
32,8350,1,Bf,0,66,1134,11
87,8351,1,Bf,0,17,754,7
32,8352,3,Bf,0,2,1134,11
168,8353,1,Bf,1,24,678,6
180,8353,1,Bf,1,9,1060,10
72,8354,1,Bf,0,17,673,6
171,8354,3,Bf,1,3,511,5
66,8355,1,Bf,0,133,212,2
32,8356,1,Bf,0,2,1134,11
95,8356,1,Bf,1,97,439,4
115,8357,1,Bf,1,73,217,2
45,8358,1,Bf,0,56,1197,11
32,8359,1,Bf,0,42,1134,11
40,8359,1,Bf,0,124,12,0
46,8359,1,Bf,0,3,285,2
77,8359,1,Bf,0,149,93,0
78,8359,1,Bf,0,43,83,0
140,8360,1,Bf,1,58,1020,10
180,8360,1,Bf,1,470,1060,10
91,8361,1,Bf,0,13,589,5
91,8362,1,Bf,0,1,589,5
115,8362,1,Bf,1,24,217,2
56,8363,1,Bf,0,64,278,2
153,8364,1,Bf,1,13,935,9
169,8365,1,Bf,1,10,205,2
180,8366,1,Bf,1,2,1060,10
93,8367,1,Bf,1,125,708,7
45,8368,2,Bf,0,24,1197,11
180,8369,2,Bf,1,7,1060,10
93,8370,1,Bf,1,37,708,7
98,8370,1,Bf,1,56,142,1
106,8370,1,Bf,1,4,142,1
109,8370,1,Bf,1,7,192,1
105,8371,1,Bf,1,29,111,1
171,8372,1,Bf,1,85,511,5
42,8373,2,Bf,0,98,570,5
79,8373,1,Bf,0,173,19,0
135,8373,1,Bf,1,10,49,0
93,8374,1,Bf,1,8,708,7
138,8374,1,Bf,1,151,338,3
162,8374,1,Bf,1,145,99,0
168,8374,1,Bf,1,51,678,6
173,8374,1,Bf,1,11,46,0
140,8375,1,Bf,1,2,1020,10
6,8376,1,Bf,0,99,477,4
180,8377,1,Bf,1,110,1060,10
87,8378,1,Bf,0,431,754,7
13,8379,1,Bf,0,95,260,2
180,8380,1,Bf,1,71,1060,10
153,8381,1,Bf,1,21,935,9
140,8382,1,Bf,1,9,1020,10
142,8383,1,Bf,1,21,246,2
179,8384,1,Bf,1,1,26,0
181,8384,1,Bf,1,8,382,3
91,8385,1,Bf,0,84,589,5
64,8386,1,Bf,0,8,333,3
32,8387,1,Bf,0,1,1134,11
162,8387,1,Bf,1,5,99,0
168,8387,1,Bf,1,19,678,6
180,8387,1,Bf,1,104,1060,10
115,8388,1,Bf,1,10,217,2
122,8388,1,Bf,1,10,167,1
136,8388,1,Bf,1,30,84,0
142,8388,1,Bf,1,126,246,2
160,8388,1,Bf,1,117,60,0
72,8389,1,Bf,0,13,673,6
87,8390,1,Bf,0,34,754,7
45,8391,1,Bf,0,12,1197,11
181,8392,1,Bf,1,70,382,3
17,8393,1,Bf,0,15,155,1
45,8394,1,Bf,0,14,1197,11
6,8395,1,Bf,0,13,477,4
91,8396,1,Bf,0,63,589,5
18,8397,1,Bf,0,2,142,1
151,8398,1,Bf,1,6,156,1
72,8399,1,Bf,0,7,673,6
54,8400,1,Bf,0,10,13,0
153,8401,1,Bf,1,1,935,9
32,8402,1,Bf,0,10,1134,11
154,8403,1,Bf,1,7,128,1
45,8404,2,Bf,0,8,1197,11
32,8405,1,Bf,0,2,1134,11
93,8406,1,Bf,1,33,708,7
121,8406,1,Bf,1,3,78,0
151,8407,1,Bf,1,41,156,1
180,8408,1,Bf,1,81,1060,10
78,8409,1,Bf,0,9,83,0
83,8409,2,Bf,0,77,52,0
180,8410,1,Bf,1,144,1060,10
87,8411,1,Bf,0,34,754,7
16,8412,1,Bf,0,121,145,1
135,8413,1,Bf,1,33,49,0
150,8413,1,Bf,1,3,322,3
151,8413,1,Bf,1,38,156,1
95,8414,1,Bf,1,25,439,4
45,8415,1,Bf,0,6,1197,11
174,8416,1,Bf,1,517,22,0
121,8417,2,Bf,1,121,78,0
180,8417,2,Bf,1,5,1060,10
18,8418,1,Bf,0,1,142,1
113,8419,1,Bf,1,1,128,1
125,8419,1,Bf,1,1,200,2
138,8419,3,Bf,1,6,338,3
140,8419,1,Bf,1,17,1020,10
142,8419,2,Bf,1,62,246,2
168,8419,1,Bf,1,158,678,6
115,8420,1,Bf,1,8,217,2
91,8421,1,Bf,0,47,589,5
32,8422,1,Bf,0,124,1134,11
150,8423,1,Bf,1,97,322,3
98,8424,1,Bf,1,92,142,1
106,8424,1,Bf,1,20,142,1
138,8424,1,Bf,1,20,338,3
140,8424,1,Bf,1,74,1020,10
173,8424,1,Bf,1,2,46,0
68,8425,2,Bf,0,2,70,0
152,8425,1,Bf,1,76,36,0
42,8426,1,Bf,0,61,570,5
167,8427,1,Bf,1,11,38,0
56,8428,2,Bf,0,1,278,2
136,8429,1,Bf,1,46,84,0
32,8430,1,Bf,0,1,1134,11
86,8431,1,Bf,0,1,68,0
150,8432,1,Bf,1,31,322,3
181,8433,1,Bf,1,3,382,3
112,8434,1,Bf,1,19,89,0
46,8435,1,Bf,0,147,285,2
119,8436,1,Bf,1,1,14,0
6,8437,1,Bf,0,22,477,4
32,8438,1,Bf,0,3,1134,11
18,8439,1,Bf,0,107,142,1
31,8440,1,Bf,0,2,53,0
42,8440,1,Bf,0,33,570,5
91,8441,1,Bf,0,3,589,5
125,8442,1,Bf,1,20,200,2
87,8443,1,Bf,0,134,754,7
122,8444,1,Bf,1,4,167,1
171,8444,1,Bf,1,96,511,5
180,8444,1,Bf,1,62,1060,10
32,8445,1,Bf,0,53,1134,11
42,8446,1,Bf,0,21,570,5
87,8447,1,Bf,0,8,754,7
32,8448,1,Bf,0,1,1134,11
153,8449,1,Bf,1,202,935,9
153,8450,1,Bf,1,1,935,9
45,8451,1,Bf,0,25,1197,11
2,8452,1,Bf,0,207,52,0
7,8452,1,Bf,0,1,82,0
17,8452,1,Bf,0,1,155,1
42,8452,6,Bf,0,105,570,5
48,8452,1,Bf,0,1,45,0
51,8452,1,Bf,0,2,62,0
57,8452,2,Bf,0,8,224,2
64,8452,2,Bf,0,3,333,3
71,8452,2,Bf,0,3,61,0
72,8452,2,Bf,0,85,673,6
73,8452,2,Bf,0,7,216,2
80,8452,1,Bf,0,14,235,2
85,8452,1,Bf,0,18,46,0
180,8453,1,Bf,1,5,1060,10
127,8454,1,Bf,1,27,366,3
153,8455,1,Bf,1,138,935,9
153,8456,1,Bf,1,136,935,9
75,8457,1,Bf,0,55,26,0
180,8458,1,Bf,1,40,1060,10
169,8459,1,Bf,1,17,205,2
57,8460,1,Bf,0,14,224,2
23,8461,1,Bf,0,24,274,2
127,8462,1,Bf,1,20,366,3
46,8463,2,Bf,0,10,285,2
45,8464,1,Bf,0,5,1197,11
126,8465,2,Bf,1,9,390,3
115,8466,1,Bf,1,2,217,2
42,8467,1,Bf,0,13,570,5
89,8467,1,Bf,0,7,265,2
32,8468,1,Bf,0,5,1134,11
77,8469,1,Bf,0,32,93,0
136,8470,4,Bf,1,2,84,0
150,8471,1,Bf,1,33,322,3
153,8472,1,Bf,1,2,935,9
91,8473,1,Bf,0,4,589,5
181,8474,1,Bf,1,23,382,3
148,8475,1,Bf,1,1,116,1
23,8476,1,Bf,0,49,274,2
143,8477,1,Bf,1,30,73,0
169,8477,2,Bf,1,9,205,2
45,8478,1,Bf,0,8,1197,11
56,8479,1,Bf,0,122,278,2
180,8480,1,Bf,1,70,1060,10
180,8481,1,Bf,1,28,1060,10
45,8482,1,Bf,0,130,1197,11
32,8483,1,Bf,0,23,1134,11
48,8484,1,Bf,0,135,45,0
43,8485,1,Bf,0,24,34,0
45,8485,1,Bf,0,63,1197,11
122,8485,2,Bf,1,62,167,1
125,8485,1,Bf,1,1,200,2
48,8486,1,Bf,0,10,45,0
80,8487,1,Bf,0,28,235,2
90,8488,1,Bf,0,42,19,0
92,8488,1,Bf,1,682,13,0
72,8489,1,Bf,0,25,673,6
85,8490,2,Bf,0,3,46,0
45,8491,1,Bf,0,1,1197,11
100,8492,1,Bf,1,33,129,1
93,8493,1,Bf,1,54,708,7
140,8493,1,Bf,1,10,1020,10
66,8494,1,Bf,0,11,212,2
91,8495,1,Bf,0,25,589,5
6,8496,3,Bf,0,5,477,4
168,8497,1,Bf,1,28,678,6
91,8498,1,Bf,0,4,589,5
32,8499,1,Bf,0,34,1134,11
93,8500,1,Bf,1,2,708,7
140,8500,1,Bf,1,85,1020,10
95,8501,1,Bf,1,151,439,4
56,8502,1,Bf,0,4,278,2
72,8503,1,Bf,0,175,673,6
180,8504,1,Bf,1,3,1060,10
93,8505,1,Bf,1,1,708,7
93,8506,1,Bf,1,21,708,7
153,8507,1,Bf,1,2,935,9
113,8508,1,Bf,1,25,128,1
32,8509,1,Bf,0,6,1134,11
56,8510,1,Bf,0,8,278,2
42,8511,2,Bf,0,13,570,5
91,8512,1,Bf,0,161,589,5
153,8513,1,Bf,1,31,935,9
32,8514,1,Bf,0,36,1134,11
89,8515,1,Bf,0,5,265,2
153,8516,1,Bf,1,9,935,9
91,8517,1,Bf,0,109,589,5
153,8518,1,Bf,1,12,935,9
10,8519,1,Bf,0,3,232,2
72,8519,1,Bf,0,121,673,6
93,8520,2,Bf,1,4,708,7
6,8521,1,Bf,0,10,477,4
93,8522,1,Bf,1,2,708,7
122,8523,1,Bf,1,53,167,1
87,8524,1,Bf,0,47,754,7
181,8525,1,Bf,1,10,382,3
115,8526,1,Bf,1,69,217,2
126,8526,1,Bf,1,12,390,3
138,8526,2,Bf,1,28,338,3
140,8526,1,Bf,1,108,1020,10
141,8526,1,Bf,1,4,118,1
168,8526,1,Bf,1,55,678,6
171,8526,2,Bf,1,241,511,5
153,8527,1,Bf,1,33,935,9
150,8528,1,Bf,1,4,322,3
151,8528,1,Bf,1,4,156,1
152,8528,1,Bf,1,3,36,0
154,8528,1,Bf,1,1,128,1
110,8529,1,Bf,1,7,112,1
180,8529,1,Bf,1,222,1060,10
72,8530,2,Bf,0,5,673,6
153,8530,1,Bf,1,8,935,9
32,8531,1,Bf,0,11,1134,11
171,8532,3,Bf,1,7,511,5
32,8533,1,Bf,0,11,1134,11
32,8534,1,Bf,0,62,1134,11
153,8535,1,Bf,1,97,935,9
153,8536,1,Bf,1,65,935,9
9,8537,1,Bf,0,24,83,0
71,8537,1,Bf,0,13,61,0
125,8538,1,Bf,1,2,200,2
140,8538,1,Bf,1,140,1020,10
148,8538,1,Bf,1,9,116,1
168,8538,1,Bf,1,3,678,6
16,8539,1,Bf,0,5,145,1
78,8540,1,Bf,0,1,83,0
32,8541,1,Bf,0,40,1134,11
136,8542,1,Bf,1,65,84,0
140,8542,1,Bf,1,12,1020,10
171,8542,1,Bf,1,22,511,5
146,8543,1,Bf,1,19,30,0
91,8544,1,Bf,0,8,589,5
150,8545,1,Bf,1,24,322,3
45,8546,1,Bf,0,2,1197,11
180,8546,1,Bf,1,32,1060,10
6,8547,1,Bf,0,50,477,4
89,8548,1,Bf,0,66,265,2
153,8549,1,Bf,1,9,935,9
42,8550,1,Bf,0,35,570,5
6,8551,1,Bf,0,4,477,4
32,8552,1,Bf,0,161,1134,11
78,8553,1,Bf,0,3,83,0
91,8553,1,Bf,0,98,589,5
105,8554,1,Bf,1,18,111,1
138,8554,1,Bf,1,13,338,3
180,8554,1,Bf,1,51,1060,10
181,8554,1,Bf,1,1,382,3
140,8555,1,Bf,1,20,1020,10
181,8556,1,Bf,1,4,382,3
32,8557,1,Bf,0,6,1134,11
42,8558,1,Bf,0,1,570,5
77,8559,1,Bf,0,4,93,0
93,8559,1,Bf,1,122,708,7
42,8560,1,Bf,0,132,570,5
56,8561,1,Bf,0,12,278,2
17,8562,1,Bf,0,1,155,1
45,8563,2,Bf,0,8,1197,11
64,8563,2,Bf,0,34,333,3
87,8564,1,Bf,0,6,754,7
66,8565,1,Bf,0,60,212,2
42,8566,1,Bf,0,5,570,5
153,8567,1,Bf,1,3,935,9
172,8568,1,Bf,1,1,26,0
180,8568,1,Bf,1,42,1060,10
45,8569,1,Bf,0,64,1197,11
80,8570,1,Bf,0,10,235,2
153,8571,1,Bf,1,115,935,9
23,8572,1,Bf,0,119,274,2
45,8572,1,Bf,0,3,1197,11
64,8572,1,Bf,0,23,333,3
80,8572,1,Bf,0,8,235,2
72,8573,1,Bf,0,187,673,6
45,8574,1,Bf,0,99,1197,11
80,8575,1,Bf,0,5,235,2
95,8576,1,Bf,1,146,439,4
32,8577,1,Bf,0,22,1134,11
91,8577,1,Bf,0,15,589,5
153,8578,1,Bf,1,6,935,9
95,8579,1,Bf,1,2,439,4
72,8580,1,Bf,0,4,673,6
56,8581,1,Bf,0,2,278,2
32,8582,1,Bf,0,4,1134,11
6,8583,1,Bf,0,18,477,4
45,8584,1,Bf,0,1,1197,11
115,8585,1,Bf,1,6,217,2
140,8586,1,Bf,1,1,1020,10
126,8587,1,Bf,1,69,390,3
5,8588,1,Bf,0,8,94,0
9,8588,1,Bf,0,4,83,0
42,8588,1,Bf,0,2,570,5
6,8589,1,Bf,0,109,477,4
10,8590,1,Bf,0,109,232,2
180,8591,1,Bf,1,4,1060,10
48,8592,1,Bf,0,119,45,0
45,8593,1,Bf,0,1,1197,11
93,8594,1,Bf,1,89,708,7
181,8595,1,Bf,1,5,382,3
181,8596,1,Bf,1,58,382,3
1,8597,1,Bf,0,114,13,0
8,8597,1,Bf,0,6,17,0
95,8597,2,Bf,1,6,439,4
101,8597,1,Bf,1,20,31,0
45,8598,1,Bf,0,1653,1197,11
80,8599,2,Bf,0,1,235,2
32,8600,1,Bf,0,74,1134,11
93,8601,1,Bf,1,2,708,7
115,8601,2,Bf,1,35,217,2
126,8601,1,Bf,1,60,390,3
171,8601,1,Bf,1,3,511,5
180,8601,1,Bf,1,9,1060,10
110,8602,1,Bf,1,3,112,1
87,8603,1,Bf,0,1,754,7
153,8604,1,Bf,1,2,935,9
103,8605,1,Bf,1,6,10,0
124,8605,1,Bf,1,6,228,2
135,8605,1,Bf,1,7,49,0
45,8606,1,Bf,0,70,1197,11
82,8607,1,Bf,0,1,105,1
78,8608,1,Bf,0,5,83,0
91,8608,1,Bf,0,63,589,5
10,8609,1,Bf,0,4,232,2
21,8609,1,Bf,0,4,84,0
41,8609,1,Bf,0,80,105,1
42,8609,1,Bf,0,107,570,5
77,8609,1,Bf,0,8,93,0
138,8610,1,Bf,1,10,338,3
163,8611,1,Bf,1,184,49,0
127,8612,1,Bf,1,2,366,3
124,8613,2,Bf,1,136,228,2
154,8613,2,Bf,1,2,128,1
157,8613,1,Bf,1,13,39,0
112,8614,1,Bf,1,1,89,0
87,8615,1,Bf,0,10,754,7
112,8616,1,Bf,1,83,89,0
13,8617,1,Bf,0,12,260,2
168,8618,1,Bf,1,51,678,6
93,8619,1,Bf,1,17,708,7
140,8619,1,Bf,1,393,1020,10
140,8620,1,Bf,1,46,1020,10
171,8620,1,Bf,1,7,511,5
45,8621,1,Bf,0,6,1197,11
127,8622,1,Bf,1,5,366,3
180,8623,1,Bf,1,16,1060,10
137,8624,2,Bf,1,8,13,0
143,8624,2,Bf,1,100,73,0
42,8625,1,Bf,0,5,570,5
112,8626,1,Bf,1,210,89,0
171,8626,1,Bf,1,1,511,5
121,8627,1,Bf,1,12,78,0
153,8628,1,Bf,1,71,935,9
153,8629,1,Bf,1,5,935,9
168,8630,1,Bf,1,7,678,6
56,8631,1,Bf,0,2,278,2
96,8632,1,Bf,1,13,45,0
100,8632,1,Bf,1,145,129,1
151,8633,1,Bf,1,8,156,1
87,8634,1,Bf,0,11,754,7
142,8635,1,Bf,1,89,246,2
171,8635,1,Bf,1,1,511,5
18,8636,1,Bf,0,25,142,1
153,8637,1,Bf,1,33,935,9
143,8638,1,Bf,1,10,73,0
13,8639,1,Bf,0,4,260,2
95,8640,1,Bf,1,61,439,4
